29, 48, 16, 3, 1
7, 5, 38, 11, 20
26, 9, 40, 25, 19
49, 28, 3, 17, 41
18, 10, 9, 3, 19
1, 35, 37, 23, 39
10, 5, 12, 42, 8
8, 15, 40, 0, 24
14, 24, 10, 9, 20
37, 0, 30, 47, 36
4, 1, 37, 0, 44
37, 18, 46, 8, 44
26, 34, 29, 41, 45
7, 31, 18, 38, 21
11, 27, 43, 47, 18
30, 44, 28, 18, 24
14, 32, 39, 31, 4
32, 30, 44, 27, 10
14, 0, 31, 15, 36
48, 37, 10, 6, 47
2, 16, 15, 4, 26
42, 36, 7, 22, 4
22, 20, 29, 48, 15
25, 20, 4, 41, 44
34, 19, 18, 10, 3
30, 18, 10, 12, 47
20, 33, 26, 10, 47
21, 18, 35, 17, 1
40, 0, 13, 48, 20
28, 9, 49, 29, 0
3, 30, 8, 11, 23
27, 5, 47, 32, 7
41, 17, 38, 6, 3
7, 27, 36, 47, 19
12, 35, 13, 3, 4
13, 24, 19, 31, 9
41, 44, 32, 26, 38
35, 38, 26, 17, 33
21, 17, 37, 34, 44
3, 38, 27, 21, 20
34, 45, 25, 43, 5
34, 25, 33, 1, 46
37, 49, 22, 29, 9
31, 16, 49, 24, 2
43, 13, 4, 46, 2
24, 18, 45, 19, 10
26, 2, 27, 48, 33
3, 28, 21, 15, 19
45, 39, 42, 30, 21
37, 11, 13, 43, 30
44, 35, 43, 3, 7
6, 1, 41, 35, 38
17, 13, 3, 15, 40
5, 28, 23, 20, 40
44, 7, 1, 4, 39
14, 15, 10, 16, 40
22, 30, 24, 17, 42
37, 42, 6, 43, 11
16, 5, 39, 34, 19
26, 21, 0, 36, 39
17, 19, 22, 33, 36
39, 25, 38, 24, 30
36, 1, 49, 41, 12
31, 12, 23, 41, 27
26, 19, 5, 49, 46
0, 38, 9, 22, 44
26, 4, 18, 49, 30
32, 6, 21, 11, 14
31, 17, 33, 19, 22
30, 6, 16, 37, 13
35, 5, 38, 45, 27
49, 41, 39, 3, 26
32, 9, 24, 7, 41
45, 20, 36, 35, 31
24, 9, 12, 22, 7
23, 12, 16, 47, 7
39, 12, 31, 22, 40
26, 12, 17, 14, 39
43, 27, 28, 12, 42
5, 14, 40, 11, 46
45, 47, 30, 23, 9
15, 1, 9, 20, 18
45, 5, 35, 21, 22
35, 19, 29, 22, 40
45, 0, 31, 40, 8
46, 1, 7, 30, 35
3, 22, 5, 25, 9
25, 39, 4, 28, 7
19, 38, 32, 39, 16
35, 32, 8, 40, 5
49, 39, 12, 37, 21
5, 8, 36, 33, 43
15, 2, 47, 0, 18
37, 13, 10, 32, 35
27, 41, 23, 2, 37
1, 7, 8, 27, 40
32, 29, 22, 37, 49
9, 6, 24, 35, 2
16, 7, 10, 26, 38
27, 40, 5, 19, 36
13, 4, 36, 27, 49
38, 35, 4, 49, 42
4, 27, 6, 15, 38
48, 2, 21, 17, 5
41, 14, 18, 26, 8
42, 33, 0, 44, 26
41, 37, 17, 21, 3
47, 38, 44, 17, 12
46, 0, 41, 12, 29
44, 10, 33, 36, 31
29, 37, 25, 22, 13
12, 23, 35, 19, 17
10, 25, 12, 27, 14
10, 34, 22, 15, 38
3, 39, 38, 23, 40
9, 38, 17, 39, 14
4, 7, 5, 2, 48
47, 14, 27, 36, 40
31, 16, 7, 42, 4
35, 32, 16, 20, 47
22, 30, 2, 13, 0
26, 36, 18, 47, 33
25, 48, 3, 6, 47
38, 48, 29, 7, 5
49, 34, 23, 19, 10
16, 32, 29, 49, 7
12, 9, 32, 45, 29
31, 0, 42, 10, 38
24, 28, 17, 41, 43
37, 8, 46, 22, 23
39, 26, 3, 17, 13
35, 34, 44, 49, 30
48, 2, 17, 3, 5
6, 39, 28, 45, 34
38, 0, 6, 44, 14
6, 41, 34, 44, 31
21, 14, 7, 35, 41
42, 22, 49, 20, 4
26, 0, 46, 44, 24
8, 2, 20, 16, 1
44, 45, 46, 22, 6
9, 0, 36, 29, 20
32, 33, 13, 21, 24
7, 36, 39, 19, 3
49, 10, 17, 39, 13
37, 45, 33, 2, 36
48, 3, 47, 4, 37
33, 13, 35, 19, 43
2, 29, 19, 45, 43
43, 47, 1, 15, 35
29, 45, 4, 33, 34
17, 8, 27, 34, 47
11, 10, 7, 9, 33
10, 32, 25, 17, 19
26, 30, 27, 12, 21
23, 31, 48, 24, 30
48, 15, 7, 26, 49
47, 31, 28, 40, 21
35, 17, 13, 46, 18
38, 34, 40, 37, 9
5, 11, 10, 12, 4
36, 48, 19, 10, 32
7, 29, 49, 3, 25
25, 31, 40, 12, 2
46, 32, 38, 28, 17
22, 8, 41, 15, 35
17, 16, 13, 27, 35
5, 23, 43, 34, 16
48, 42, 2, 14, 38
4, 24, 31, 18, 21
11, 25, 43, 40, 4
28, 39, 0, 5, 38
7, 31, 47, 0, 44
30, 22, 38, 47, 20
26, 11, 6, 30, 17
33, 45, 11, 30, 29
0, 48, 44, 21, 28
35, 14, 17, 5, 28
48, 47, 37, 27, 0
42, 9, 14, 43, 47
10, 24, 2, 47, 48
0, 20, 39, 35, 2
43, 14, 34, 9, 23
42, 46, 44, 17, 39
37, 5, 45, 8, 43
47, 45, 0, 37, 36
43, 18, 38, 27, 28
18, 0, 8, 9, 29
17, 21, 35, 46, 16
44, 39, 35, 10, 3
13, 17, 31, 23, 40
18, 41, 38, 16, 10
7, 46, 45, 22, 29
46, 0, 48, 28, 13
19, 31, 11, 2, 29
27, 10, 29, 1, 33
4, 30, 11, 32, 40
18, 11, 38, 39, 24
25, 45, 5, 4, 1
12, 28, 17, 30, 31
17, 23, 26, 35, 44
26, 10, 37, 3, 45
10, 5, 49, 45, 36
41, 28, 7, 48, 22
49, 41, 44, 48, 42
39, 22, 1, 19, 37
28, 45, 29, 3, 7
8, 37, 4, 28, 35
4, 0, 8, 43, 30
42, 16, 45, 4, 1
29, 3, 16, 30, 49
24, 0, 1, 19, 49
31, 25, 30, 40, 12
22, 46, 19, 34, 21
19, 29, 40, 42, 2
16, 15, 9, 25, 38
23, 46, 14, 40, 44
6, 22, 5, 28, 38
16, 4, 18, 1, 49
26, 13, 7, 5, 12
12, 7, 32, 18, 8
37, 28, 10, 25, 12
35, 4, 7, 6, 19
8, 29, 47, 45, 7
34, 22, 2, 8, 41
4, 41, 13, 7, 15
45, 8, 19, 21, 33
31, 23, 48, 10, 20
22, 12, 29, 34, 21
43, 48, 13, 45, 3
47, 21, 29, 42, 41
4, 46, 16, 18, 38
31, 41, 8, 24, 45
10, 29, 43, 39, 20
39, 30, 4, 24, 19
31, 4, 7, 47, 39
37, 27, 46, 4, 34
10, 45, 35, 42, 9
20, 5, 4, 10, 32
22, 46, 0, 2, 31
22, 45, 48, 41, 35
13, 17, 32, 27, 2
35, 49, 16, 7, 29
2, 19, 28, 10, 11
13, 2, 28, 8, 22
40, 30, 41, 19, 34
39, 5, 17, 28, 9
46, 40, 3, 31, 35
48, 21, 45, 27, 30
34, 33, 26, 2, 16
22, 30, 8, 39, 18
39, 1, 4, 0, 11
5, 45, 44, 16, 20
33, 16, 15, 8, 13
45, 27, 7, 34, 33
42, 18, 24, 49, 26
38, 0, 41, 4, 21
32, 36, 11, 44, 29
35, 4, 18, 28, 0
6, 14, 8, 49, 4
47, 29, 5, 15, 6
32, 35, 38, 22, 37
8, 27, 34, 39, 37
13, 45, 17, 41, 20
48, 30, 40, 25, 34
35, 18, 34, 38, 33
9, 7, 46, 18, 38
46, 19, 40, 7, 5
28, 30, 46, 21, 31
42, 38, 23, 48, 26
9, 1, 49, 40, 42
38, 6, 35, 30, 48
30, 27, 15, 29, 36
18, 15, 19, 41, 10
25, 31, 44, 36, 42
27, 40, 7, 30, 34
32, 24, 16, 40, 17
3, 0, 49, 15, 38
34, 6, 13, 7, 10
46, 11, 49, 29, 13
49, 8, 3, 39, 24
1, 32, 38, 42, 24
11, 40, 45, 15, 17
46, 16, 38, 8, 5
5, 41, 18, 22, 3
21, 17, 12, 28, 39
49, 19, 43, 2, 11
11, 18, 38, 35, 32
0, 31, 13, 36, 45
11, 10, 31, 13, 41
30, 16, 29, 38, 33
33, 32, 29, 30, 16
31, 40, 11, 28, 21
43, 45, 5, 13, 17
40, 15, 1, 20, 19
45, 49, 12, 42, 40
49, 40, 30, 19, 45
26, 36, 2, 43, 21
10, 17, 32, 2, 9
3, 41, 26, 8, 23
24, 14, 45, 19, 7
44, 23, 28, 31, 22
41, 32, 16, 48, 8
24, 13, 18, 22, 14
35, 39, 11, 19, 48
44, 4, 6, 12, 41
42, 38, 30, 22, 33
5, 39, 18, 35, 44
11, 37, 31, 24, 43
38, 37, 29, 13, 32
16, 9, 45, 48, 41
28, 27, 14, 40, 18
43, 21, 12, 29, 46
40, 4, 36, 9, 30
38, 0, 4, 9, 5
4, 49, 27, 12, 37
30, 14, 31, 21, 36
21, 7, 3, 22, 34
41, 16, 0, 29, 1
6, 9, 15, 35, 32
4, 32, 26, 36, 38
36, 41, 25, 14, 42
30, 44, 24, 20, 0
11, 30, 14, 9, 47
33, 5, 2, 14, 30
37, 6, 5, 31, 19
28, 7, 15, 44, 39
45, 25, 31, 37, 13
37, 16, 36, 7, 34
47, 44, 26, 5, 43
34, 23, 8, 31, 19
41, 38, 18, 23, 13
2, 36, 11, 40, 22
48, 38, 24, 33, 28
12, 41, 42, 36, 21
39, 4, 15, 16, 27
41, 40, 30, 9, 12
18, 3, 25, 12, 37
30, 9, 39, 1, 33
36, 26, 12, 9, 23
8, 17, 0, 48, 21
21, 42, 6, 35, 1
42, 24, 21, 38, 9
38, 30, 15, 19, 11
15, 23, 4, 25, 28
46, 13, 48, 33, 18
45, 32, 27, 18, 48
42, 21, 1, 40, 46
40, 28, 22, 18, 31
0, 5, 32, 28, 29
41, 37, 19, 4, 44
0, 49, 25, 21, 39
36, 37, 25, 29, 42
48, 31, 16, 3, 19
7, 48, 11, 23, 28
39, 31, 21, 11, 4
23, 35, 33, 20, 38
37, 36, 49, 19, 46
0, 48, 38, 13, 42
47, 12, 15, 23, 20
14, 20, 17, 10, 39
30, 17, 0, 27, 38
0, 43, 21, 32, 33
38, 36, 16, 48, 13
13, 46, 20, 31, 21
22, 9, 28, 49, 21
9, 31, 6, 16, 2
24, 15, 43, 48, 3
32, 2, 5, 15, 42
7, 33, 2, 11, 17
7, 49, 28, 16, 26
14, 8, 18, 23, 25
33, 16, 6, 49, 9
11, 23, 12, 7, 48
22, 28, 1, 46, 12
3, 38, 40, 49, 42
10, 5, 1, 41, 29
43, 39, 22, 29, 44
33, 32, 10, 41, 43
46, 40, 36, 19, 34
34, 16, 25, 5, 1
26, 49, 45, 41, 6
37, 36, 32, 13, 19
7, 1, 37, 33, 8
20, 26, 34, 44, 49
6, 32, 19, 14, 39
27, 42, 15, 37, 39
42, 28, 31, 25, 41
33, 6, 17, 32, 44
48, 5, 25, 49, 0
0, 33, 46, 5, 30
3, 34, 5, 25, 22
38, 18, 42, 13, 2
42, 49, 26, 15, 47
12, 49, 30, 33, 41
48, 36, 3, 30, 2
39, 34, 28, 22, 15
20, 18, 2, 8, 36
4, 45, 26, 28, 1
28, 13, 0, 8, 18
43, 0, 18, 30
49, 26, 18, 21
47, 0, 41, 2
6, 18, 30, 1
36, 8, 42, 5
31, 9, 32, 13
18, 20, 37, 49
29, 8, 41, 40
30, 43, 17, 28
13, 26, 21, 25
30, 7, 3, 13
14, 35, 11, 12
1, 27, 30, 0
34, 44, 13, 21
45, 33, 47, 17
21, 44, 22, 19
4, 44, 16, 7
48, 43, 5, 22
27, 19, 44, 39
17, 9, 38, 39
38, 33, 6, 4
35, 0, 31, 46
7, 49, 11, 4
9, 38, 28, 21
13, 6, 37, 17
22, 31, 36, 30
46, 23, 5, 13
29, 14, 40, 26
41, 6, 7, 22
31, 1, 16, 38
1, 29, 44, 40
16, 8, 45, 21
38, 10, 19, 15
16, 41, 17, 4
47, 36, 49, 45
17, 49, 11, 38
3, 13, 11, 47
12, 41, 33, 26
5, 7, 21, 29
